SkinApiId,WeaponName,FinishName,SourceSheet,FNPrice,MWPrice,FTPrice,WWPrice,BSPrice,STFNPrice,STMWPrice,STFTPrice,STWWPrice,STBSPrice,VanillaPrice,VanillaStatTrakPrice
skin_bowie_knife_case_hardened,Bowie Knife,Case Hardened,Bowie Knife,12150,11090,9950,9230,8650,15780,14250,12620,11580,10760,,
skin_bowie_knife_forest_ddpat,Bowie Knife,Forest DDPAT,Bowie Knife,6220,5940,5630,5450,5300,7190,6780,6350,6070,5850,,
skin_bowie_knife_safari_mesh,Bowie Knife,Safari Mesh,Bowie Knife,6140,5870,5570,5400,5250,7070,6680,6260,5990,5790,,
skin_bowie_knife_boreal_forest,Bowie Knife,Boreal Forest,Bowie Knife,6240,5950,5640,5460,5300,7200,6800,6360,6080,5860,,
skin_bowie_knife_scorched,Bowie Knife,Scorched,Bowie Knife,6160,5890,5590,5410,5260,7100,6710,6280,6010,5800,,
skin_bowie_knife_urban_masked,Bowie Knife,Urban Masked,Bowie Knife,7600,7140,6630,6320,6070,9170,8510,7800,7340,6990,,
skin_bowie_knife_night,Bowie Knife,Night,Bowie Knife,9650,8920,8110,7620,7230,12130,11090,9970,9240,8670,,
skin_bowie_knife_slaughter,Bowie Knife,Slaughter,Bowie Knife,8420,7860,7230,,,10380,9560,8680,,,,
skin_bowie_knife_damascus_steel,Bowie Knife,Damascus Steel,Bowie Knife,5420,5240,5050,4930,4840,"201,1",5760,5490,5320,5180,,
skin_bowie_knife_doppler_phase_1,Bowie Knife,Doppler (Phase 1),Bowie Knife,8540,7960,,,,10550,9700,,,,,
skin_bowie_knife_doppler_phase_2,Bowie Knife,Doppler (Phase 2),Bowie Knife,9100,8440,,,,11340,10410,,,,,
skin_bowie_knife_doppler_phase_3,Bowie Knife,Doppler (Phase 3),Bowie Knife,8540,7960,,,,10550,9700,,,,,
skin_bowie_knife_doppler_phase_4,Bowie Knife,Doppler (Phase 4),Bowie Knife,8990,8340,,,,11170,10270,,,,,
skin_bowie_knife_doppler_ruby,Bowie Knife,Doppler (Ruby),Bowie Knife,13220,12020,,,,17310,15590,,,,,
skin_bowie_knife_doppler_sapphire,Bowie Knife,Doppler (Sapphire),Bowie Knife,11850,10850,,,,15370,13900,,,,,
skin_bowie_knife_doppler_black_pearl,Bowie Knife,Doppler (Black Pearl),Bowie Knife,25890,23060,,,,35710,31620,,,,,
skin_bowie_knife_marble_fade,Bowie Knife,Marble Fade,Bowie Knife,7550,7090,,,,9100,8450,,,,,
skin_bowie_knife_rust_coat,Bowie Knife,Rust Coat,Bowie Knife,,,,4970,4880,,,,5380,5240,,
skin_bowie_knife_tiger_tooth,Bowie Knife,Tiger Tooth,Bowie Knife,5980,5730,,,,6820,6470,,,,,
skin_bowie_knife_ultraviolet,Bowie Knife,Ultraviolet,Bowie Knife,9080,8440,7710,7270,6910,11340,10380,9380,8720,8220,,
skin_bowie_knife_autotronic,Bowie Knife,Autotronic,Bowie Knife,6700,6350,5980,5750,5560,7870,7370,6840,6510,6240,,
skin_bowie_knife_black_laminate,Bowie Knife,Black Laminate,Bowie Knife,5470,5290,5090,4970,4870,6090,5830,5550,5370,5230,,
skin_bowie_knife_bright_water,Bowie Knife,Bright Water,Bowie Knife,5270,5110,4940,4840,4750,5800,5570,5330,5180,5060,,
skin_bowie_knife_freehand,Bowie Knife,Freehand,Bowie Knife,5360,5190,5010,4900,4800,5930,5690,5430,5260,5130,,
skin_bowie_knife_gamma_doppler_phase_1,Bowie Knife,Gamma Doppler (Phase 1),Bowie Knife,7290,6870,,,,8730,8120,,,,,
skin_bowie_knife_gamma_doppler_phase_2,Bowie Knife,Gamma Doppler (Phase 2),Bowie Knife,7290,6870,,,,8730,8120,,,,,
skin_bowie_knife_gamma_doppler_phase_3,Bowie Knife,Gamma Doppler (Phase 3),Bowie Knife,6880,6510,,,,8130,7610,,,,,
skin_bowie_knife_gamma_doppler_phase_4,Bowie Knife,Gamma Doppler (Phase 4),Bowie Knife,6880,6510,,,,8130,7610,,,,,
skin_bowie_knife_gamma_doppler_emerald,Bowie Knife,Gamma Doppler (Emerald),Bowie Knife,11610,10630,,,,14990,13570,,,,,
skin_bowie_knife_lore,Bowie Knife,Lore,Bowie Knife,5590,5400,5180,5050,4940,6280,5990,5680,5490,5330,,
skin_butterfly_knife_vanilla,Butterfly Knife,★ (Vanilla),Butterfly Knife,,,,,,,,,,,6950,8230
skin_butterfly_knife_crimson_web,Butterfly Knife,Crimson Web,Butterfly Knife,18150,16330,14280,13050,12050,24480,21830,18970,17140,15700,,
skin_butterfly_knife_fade,Butterfly Knife,Fade,Butterfly Knife,8290,7740,,,,10190,9380,,,,,
skin_butterfly_knife_blue_steel,Butterfly Knife,Blue Steel,Butterfly Knife,6070,5810,5520,5350,5210,6960,6590,6190,5930,5730,,
skin_butterfly_knife_stained,Butterfly Knife,Stained,Butterfly Knife,5810,5580,5330,5190,5060,6580,6260,5910,5680,5510,,
skin_butterfly_knife_case_hardened,Butterfly Knife,Case Hardened,Butterfly Knife,6840,6480,6090,5850,5640,8090,7570,7010,6650,6360,,
skin_butterfly_knife_forest_ddpat,Butterfly Knife,Forest DDPAT,Butterfly Knife,6700,6360,5980,5750,5560,7880,7380,6850,6510,6240,,
skin_butterfly_knife_safari_mesh,Butterfly Knife,Safari Mesh,Butterfly Knife,6600,6280,5910,5690,5510,7740,7260,6750,6420,6170,,
skin_butterfly_knife_boreal_forest,Butterfly Knife,Boreal Forest,Butterfly Knife,6600,6280,5910,5690,5510,7740,7260,6750,6420,6170,,
skin_butterfly_knife_scorched,Butterfly Knife,Scorched,Butterfly Knife,6600,6280,5910,5690,5510,7740,7260,6750,6420,6170,,
skin_butterfly_knife_urban_masked,Butterfly Knife,Urban Masked,Butterfly Knife,6600,6280,5910,5690,5510,7740,7260,6750,6420,6170,,
skin_butterfly_knife_night,Butterfly Knife,Night,Butterfly Knife,6600,6280,5910,5690,5510,7740,7260,6750,6420,6170,,
skin_butterfly_knife_slaughter,Butterfly Knife,Slaughter,Butterfly Knife,7720,7250,6720,,,9360,8670,7930,,,,
skin_butterfly_knife_damascus_steel,Butterfly Knife,Damascus Steel,Butterfly Knife,6420,6120,5770,5570,5400,7470,7030,6550,6250,6010,,
skin_butterfly_knife_doppler_phase_1,Butterfly Knife,Doppler (Phase 1),Butterfly Knife,14200,12890,,,,18750,16840,,,,,
skin_butterfly_knife_doppler_phase_2,Butterfly Knife,Doppler (Phase 2),Butterfly Knife,14250,12920,,,,18830,16900,,,,,
skin_butterfly_knife_doppler_phase_3,Butterfly Knife,Doppler (Phase 3),Butterfly Knife,12320,11250,,,,16030,14470,,,,,
skin_butterfly_knife_doppler_phase_4,Butterfly Knife,Doppler (Phase 4),Butterfly Knife,14200,12890,,,,18750,16840,,,,,
skin_butterfly_knife_doppler_ruby,Butterfly Knife,Doppler (Ruby),Butterfly Knife,26360,23470,,,,36360,32160,,,,,
skin_butterfly_knife_doppler_sapphire,Butterfly Knife,Doppler (Sapphire),Butterfly Knife,23850,21260,,,,32710,29000,,,,,
skin_butterfly_knife_doppler_black_pearl,Butterfly Knife,Doppler (Black Pearl),Butterfly Knife,62370,54790,,,,88600,77580,,,,,
skin_butterfly_knife_marble_fade,Butterfly Knife,Marble Fade,Butterfly Knife,7580,7120,,,,9150,8490,,,,,
skin_butterfly_knife_rust_coat,Butterfly Knife,Rust Coat,Butterfly Knife,,,,5800,5610,,,,6580,6310,,
skin_butterfly_knife_tiger_tooth,Butterfly Knife,Tiger Tooth,Butterfly Knife,7720,7250,,,,9360,8670,,,,,
skin_butterfly_knife_ultraviolet,Butterfly Knife,Ultraviolet,Butterfly Knife,7020,6640,6220,5960,5750,8350,7790,7200,6810,6520,,
skin_butterfly_knife_autotronic,Butterfly Knife,Autotronic,Butterfly Knife,7410,6970,6490,6210,5970,8900,8280,7600,7170,6830,,
skin_butterfly_knife_black_laminate,Butterfly Knife,Black Laminate,Butterfly Knife,5870,5630,5380,5220,5090,6670,6330,5970,5740,5560,,
skin_butterfly_knife_bright_water,Butterfly Knife,Bright Water,Butterfly Knife,6420,6120,5770,5570,5400,7470,7030,6550,6250,6010,,
skin_butterfly_knife_freehand,Butterfly Knife,Freehand,Butterfly Knife,6420,6120,5770,5570,5400,7470,7030,6550,6250,6010,,
skin_butterfly_knife_gamma_doppler_phase_1,Butterfly Knife,Gamma Doppler (Phase 1),Butterfly Knife,9110,8460,,,,11360,10440,,,,,
skin_butterfly_knife_gamma_doppler_phase_2,Butterfly Knife,Gamma Doppler (Phase 2),Butterfly Knife,10190,9390,,,,12920,11770,,,,,
skin_butterfly_knife_gamma_doppler_phase_3,Butterfly Knife,Gamma Doppler (Phase 3),Butterfly Knife,9110,8460,,,,11360,10440,,,,,
skin_butterfly_knife_gamma_doppler_phase_4,Butterfly Knife,Gamma Doppler (Phase 4),Butterfly Knife,9110,8460,,,,11360,10440,,,,,
skin_butterfly_knife_gamma_doppler_emerald,Butterfly Knife,Gamma Doppler (Emerald),Butterfly Knife,22570,20140,,,,30860,27390,,,,,
skin_butterfly_knife_lore,Butterfly Knife,Lore,Butterfly Knife,7440,7000,6510,6220,5980,8940,8310,7630,7190,6850,,
skin_classic_knife_vanilla,Classic Knife,★ (Vanilla),Classic Knife,,,,,,,,,,,8460,10410
skin_classic_knife_crimson_web,Classic Knife,Crimson Web,Classic Knife,18750,16840,14720,13440,12370,25350,22600,19600,17690,16220,,
skin_classic_knife_fade,Classic Knife,Fade,Classic Knife,9920,9150,,,,12540,11450,,,,,
skin_classic_knife_blue_steel,Classic Knife,Blue Steel,Classic Knife,7880,7380,6840,6510,6230,9590,8870,8100,7610,7220,,
skin_classic_knife_stained,Classic Knife,Stained,Classic Knife,7420,6980,6500,6210,5970,8910,8280,7610,7170,6830,,
skin_classic_knife_case_hardened,Classic Knife,Case Hardened,Classic Knife,9860,9110,8270,7760,7350,12450,11360,10190,9440,8860,,
skin_classic_knife_forest_ddpat,Classic Knife,Forest DDPAT,Classic Knife,7820,7330,6790,6470,6200,9500,8800,8040,7550,7170,,
skin_classic_knife_safari_mesh,Classic Knife,Safari Mesh,Classic Knife,7530,7080,6580,6280,6030,9080,8430,7730,7280,6930,,
skin_classic_knife_boreal_forest,Classic Knife,Boreal Forest,Classic Knife,7650,7180,6670,6360,6100,9250,8580,7860,7390,7030,,
skin_classic_knife_scorched,Classic Knife,Scorched,Classic Knife,7590,7130,6630,6320,6060,9170,8510,7790,7330,6980,,
skin_classic_knife_urban_masked,Classic Knife,Urban Masked,Classic Knife,7820,7330,6790,6470,6200,9500,8800,8040,7550,7170,,
skin_classic_knife_night_stripe,Classic Knife,Night Stripe,Classic Knife,7530,7080,6580,6280,6030,9080,8430,7730,7280,6930,,
skin_classic_knife_slaughter,Classic Knife,Slaughter,Classic Knife,10410,9590,8660,,,13240,12050,10760,,,,
skin_falchion_knife_vanilla,Falchion Knife,★ (Vanilla),Falchion Knife,,,,,,,,,,,5310,5860
skin_falchion_knife_crimson_web,Falchion Knife,Crimson Web,Falchion Knife,8350,7790,7180,6810,6490,10270,9460,8590,8040,7610,,
skin_falchion_knife_fade,Falchion Knife,Fade,Falchion Knife,5760,5540,,,,6510,6190,,,,,
skin_falchion_knife_blue_steel,Falchion Knife,Blue Steel,Falchion Knife,5180,5030,4880,4780,4700,5670,5460,5240,5100,4980,,
skin_falchion_knife_stained,Falchion Knife,Stained,Falchion Knife,5060,4930,4790,4710,4640,5500,5310,5120,4990,4890,,
skin_falchion_knife_case_hardened,Falchion Knife,Case Hardened,Falchion Knife,5760,5540,5300,5150,5030,6510,6190,5860,5640,5460,,
skin_falchion_knife_forest_ddpat,Falchion Knife,Forest DDPAT,Falchion Knife,5160,5020,4860,4770,4690,5640,5440,5220,5080,4970,,
skin_falchion_knife_safari_mesh,Falchion Knife,Safari Mesh,Falchion Knife,5100,4970,4820,4730,4660,5550,5360,5160,5020,4920,,
skin_falchion_knife_boreal_forest,Falchion Knife,Boreal Forest,Falchion Knife,5140,5000,4850,4760,4680,5610,5410,5200,5060,4950,,
skin_falchion_knife_scorched,Falchion Knife,Scorched,Falchion Knife,5100,4970,4820,4730,4660,5550,5360,5160,5020,4920,,
skin_falchion_knife_urban_masked,Falchion Knife,Urban Masked,Falchion Knife,5160,5020,4860,4770,4690,5640,5440,5220,5080,4970,,
skin_falchion_knife_night,Falchion Knife,Night,Falchion Knife,5440,5260,5070,4950,4850,6050,5800,5520,5340,5210,,
skin_falchion_knife_slaughter,Falchion Knife,Slaughter,Falchion Knife,5910,5670,5400,,,6720,6380,6010,,,,
skin_falchion_knife_damascus_steel,Falchion Knife,Damascus Steel,Falchion Knife,5140,5000,4850,4760,4680,5610,5410,5200,5060,4950,,
skin_falchion_knife_doppler_phase_1,Falchion Knife,Doppler (Phase 1),Falchion Knife,7310,6890,,,,8760,8150,,,,,
skin_falchion_knife_doppler_phase_2,Falchion Knife,Doppler (Phase 2),Falchion Knife,7850,7360,,,,9540,8830,,,,,
skin_falchion_knife_doppler_phase_3,Falchion Knife,Doppler (Phase 3),Falchion Knife,7070,6680,,,,8410,7850,,,,,
skin_falchion_knife_doppler_phase_4,Falchion Knife,Doppler (Phase 4),Falchion Knife,7480,7030,,,,9000,8360,,,,,
skin_falchion_knife_doppler_ruby,Falchion Knife,Doppler (Ruby),Falchion Knife,10350,9540,,,,13160,11990,,,,,
skin_falchion_knife_doppler_sapphire,Falchion Knife,Doppler (Sapphire),Falchion Knife,10570,9730,,,,13490,12260,,,,,
skin_falchion_knife_doppler_black_pearl,Falchion Knife,Doppler (Black Pearl),Falchion Knife,16130,14550,,,,21530,19270,,,,,
skin_falchion_knife_marble_fade,Falchion Knife,Marble Fade,Falchion Knife,5880,5650,,,,6700,6350,,,,,
skin_falchion_knife_rust_coat,Falchion Knife,Rust Coat,Falchion Knife,,,,4640,4570,,,,4890,4800,,
skin_falchion_knife_tiger_tooth,Falchion Knife,Tiger Tooth,Falchion Knife,5760,5540,,,,6510,6190,,,,,
skin_falchion_knife_ultraviolet,Falchion Knife,Ultraviolet,Falchion Knife,5390,5210,5030,4910,4820,5970,5730,5460,5290,5160,,
skin_falchion_knife_autotronic,Falchion Knife,Autotronic,Falchion Knife,5680,5470,5240,5100,4990,6400,6100,5770,5570,5400,,
skin_falchion_knife_black_laminate,Falchion Knife,Black Laminate,Falchion Knife,5180,5030,4880,4780,4700,5670,5460,5240,5100,4980,,
skin_falchion_knife_bright_water,Falchion Knife,Bright Water,Falchion Knife,5140,5000,4850,4760,4680,5610,5410,5200,5060,4950,,
skin_falchion_knife_freehand,Falchion Knife,Freehand,Falchion Knife,5160,5020,4860,4770,4690,5640,5440,5220,5080,4970,,
skin_falchion_knife_gamma_doppler_phase_1,Falchion Knife,Gamma Doppler (Phase 1),Falchion Knife,6580,6250,,,,7700,7230,,,,,
skin_falchion_knife_gamma_doppler_phase_2,Falchion Knife,Gamma Doppler (Phase 2),Falchion Knife,7000,6620,,,,8310,7760,,,,,
skin_falchion_knife_gamma_doppler_phase_3,Falchion Knife,Gamma Doppler (Phase 3),Falchion Knife,6480,6160,,,,7550,7100,,,,,
skin_falchion_knife_gamma_doppler_phase_4,Falchion Knife,Gamma Doppler (Phase 4),Falchion Knife,6610,6290,,,,7750,7280,,,,,
skin_falchion_knife_gamma_doppler_emerald,Falchion Knife,Gamma Doppler (Emerald),Falchion Knife,10930,10030,,,,13980,12700,,,,,
skin_falchion_knife_lore,Falchion Knife,Lore,Falchion Knife,5610,5410,5190,5060,4950,6290,6010,5700,5500,5340,,
skin_flip_knife_vanilla,Flip Knife,★ (Vanilla),Flip Knife,,,,,,,,,,,6090,6990
skin_flip_knife_crimson_web,Flip Knife,Crimson Web,Flip Knife,11010,10110,9100,8500,7990,14120,12810,11390,10490,9810,,
skin_flip_knife_fade,Flip Knife,Fade,Flip Knife,6820,6460,,,,8050,7530,,,,,
skin_flip_knife_blue_steel,Flip Knife,Blue Steel,Flip Knife,5900,5660,5400,5240,5110,6710,6370,6000,5770,5580,,
skin_flip_knife_stained,Flip Knife,Stained,Flip Knife,5640,5440,5220,5080,4970,6350,6050,5740,5530,5380,,
skin_flip_knife_case_hardened,Flip Knife,Case Hardened,Flip Knife,6820,6460,6060,5830,5630,8050,7530,6980,6620,6340,,
skin_flip_knife_forest_ddpat,Flip Knife,Forest DDPAT,Flip Knife,5870,5630,5380,5220,5090,6670,6330,5970,5740,5560,,
skin_flip_knife_safari_mesh,Flip Knife,Safari Mesh,Flip Knife,5730,5510,5270,5130,5010,6460,6160,5820,5610,5440,,
skin_flip_knife_boreal_forest,Flip Knife,Boreal Forest,Flip Knife,5790,5570,5320,5170,5050,6550,6230,5890,5670,5490,,
skin_flip_knife_scorched,Flip Knife,Scorched,Flip Knife,5760,5540,5300,5150,5030,6510,6190,5860,5640,5460,,
skin_flip_knife_urban_masked,Flip Knife,Urban Masked,Flip Knife,5870,5630,5380,5220,5090,6670,6330,5970,5740,5560,,
skin_flip_knife_night,Flip Knife,Night,Flip Knife,6300,6010,5690,5500,5340,7300,6880,6430,6140,5920,,
skin_flip_knife_slaughter,Flip Knife,Slaughter,Flip Knife,7060,6670,6240,,,8390,7840,7230,,,,
skin_flip_knife_damascus_steel,Flip Knife,Damascus Steel,Flip Knife,5790,5570,5320,5170,5050,6550,6230,5890,5670,5490,,
skin_flip_knife_doppler_phase_1,Flip Knife,Doppler (Phase 1),Flip Knife,9410,8710,,,,11800,10790,,,,,
skin_flip_knife_doppler_phase_2,Flip Knife,Doppler (Phase 2),Flip Knife,10190,9390,,,,12920,11770,,,,,
skin_flip_knife_doppler_phase_3,Flip Knife,Doppler (Phase 3),Flip Knife,8940,8300,,,,11120,10190,,,,,
skin_flip_knife_doppler_phase_4,Flip Knife,Doppler (Phase 4),Flip Knife,9650,8910,,,,12130,11090,,,,,
skin_flip_knife_doppler_ruby,Flip Knife,Doppler (Ruby),Flip Knife,14360,13030,,,,19000,17060,,,,,
skin_flip_knife_doppler_sapphire,Flip Knife,Doppler (Sapphire),Flip Knife,14770,13380,,,,19570,17550,,,,,
skin_flip_knife_doppler_black_pearl,Flip Knife,Doppler (Black Pearl),Flip Knife,23660,21100,,,,32440,28760,,,,,
skin_flip_knife_marble_fade,Flip Knife,Marble Fade,Flip Knife,7030,6640,,,,8350,7800,,,,,
skin_flip_knife_rust_coat,Flip Knife,Rust Coat,Flip Knife,,,,4970,4870,,,,5370,5230,,
skin_flip_knife_tiger_tooth,Flip Knife,Tiger Tooth,Flip Knife,6820,6460,,,,8050,7530,,,,,
skin_flip_knife_ultraviolet,Flip Knife,Ultraviolet,Flip Knife,6180,5910,5600,5420,5270,7120,6730,6300,6030,5810,,
skin_flip_knife_autotronic,Flip Knife,Autotronic,Flip Knife,6700,6360,5980,5750,5560,7870,7380,6850,6510,6240,,
skin_flip_knife_black_laminate,Flip Knife,Black Laminate,Flip Knife,5900,5660,5400,5240,5110,6710,6370,6000,5770,5580,,
skin_flip_knife_bright_water,Flip Knife,Bright Water,Flip Knife,5790,5570,5320,5170,5050,6550,6230,5890,5670,5490,,
skin_flip_knife_freehand,Flip Knife,Freehand,Flip Knife,5870,5630,5380,5220,5090,6670,6330,5970,5740,5560,,
skin_flip_knife_gamma_doppler_phase_1,Flip Knife,Gamma Doppler (Phase 1),Flip Knife,8140,7610,,,,9970,9190,,,,,
skin_flip_knife_gamma_doppler_phase_2,Flip Knife,Gamma Doppler (Phase 2),Flip Knife,8850,8230,,,,10980,10080,,,,,
skin_flip_knife_gamma_doppler_phase_3,Flip Knife,Gamma Doppler (Phase 3),Flip Knife,7990,7490,,,,9760,9010,,,,,
skin_flip_knife_gamma_doppler_phase_4,Flip Knife,Gamma Doppler (Phase 4),Flip Knife,8220,7680,,,,10080,9300,,,,,
skin_flip_knife_gamma_doppler_emerald,Flip Knife,Gamma Doppler (Emerald),Flip Knife,15290,13820,,,,20310,18210,,,,,
skin_flip_knife_lore,Flip Knife,Lore,Flip Knife,6580,6250,5890,5680,5490,7700,7230,6720,6400,6150,,
skin_gut_knife_vanilla,Gut Knife,★ (Vanilla),Gut Knife,,,,,,,,,,,4890,5250
skin_gut_knife_crimson_web,Gut Knife,Crimson Web,Gut Knife,7020,6640,6210,5960,5750,8340,7790,7190,6810,6510,,
skin_gut_knife_fade,Gut Knife,Fade,Gut Knife,5250,5090,,,,5760,5550,,,,,
skin_gut_knife_blue_steel,Gut Knife,Blue Steel,Gut Knife,4850,4750,4640,4570,4520,5190,5050,4890,4790,4720,,
skin_gut_knife_stained,Gut Knife,Stained,Gut Knife,4720,4640,4550,4490,4450,5010,4890,4760,4680,4610,,
skin_gut_knife_case_hardened,Gut Knife,Case Hardened,Gut Knife,5250,5090,4920,4830,4740,5760,5550,5310,5160,5040,,
skin_gut_knife_forest_ddpat,Gut Knife,Forest DDPAT,Gut Knife,4830,4730,4630,4560,4510,5170,5030,4880,4780,4700,,
skin_gut_knife_safari_mesh,Gut Knife,Safari Mesh,Gut Knife,4780,4690,4590,4530,4480,5090,4960,4820,4730,4660,,
skin_gut_knife_boreal_forest,Gut Knife,Boreal Forest,Gut Knife,4800,4700,4600,4540,4490,5120,4980,4840,4740,4670,,
skin_gut_knife_scorched,Gut Knife,Scorched,Gut Knife,4780,4690,4590,4530,4480,5090,4960,4820,4730,4660,,
skin_gut_knife_urban_masked,Gut Knife,Urban Masked,Gut Knife,4830,4730,4630,4560,4510,5170,5030,4880,4780,4700,,
skin_gut_knife_night,Gut Knife,Night,Gut Knife,5020,4900,4770,4680,4620,5450,5270,5080,4960,4860,,
skin_gut_knife_slaughter,Gut Knife,Slaughter,Gut Knife,5340,5180,5000,,,5910,5680,5420,,,,
skin_gut_knife_damascus_steel,Gut Knife,Damascus Steel,Gut Knife,4800,4700,4600,4540,4490,5120,4980,4840,4740,4670,,
skin_gut_knife_doppler_phase_1,Gut Knife,Doppler (Phase 1),Gut Knife,6310,6020,,,,7310,6890,,,,,
skin_gut_knife_doppler_phase_2,Gut Knife,Doppler (Phase 2),Gut Knife,6650,6320,,,,7810,7320,,,,,
skin_gut_knife_doppler_phase_3,Gut Knife,Doppler (Phase 3),Gut Knife,6120,5860,,,,7040,6660,,,,,
skin_gut_knife_doppler_phase_4,Gut Knife,Doppler (Phase 4),Gut Knife,6410,6100,,,,7450,7010,,,,,
skin_gut_knife_doppler_ruby,Gut Knife,Doppler (Ruby),Gut Knife,8420,7850,,,,10350,9540,,,,,
skin_gut_knife_doppler_sapphire,Gut Knife,Doppler (Sapphire),Gut Knife,8560,7980,,,,10570,9730,,,,,
