SkinApiId,WeaponName,FinishName,SourceSheet,FNPrice,MWPrice,FTPrice,WWPrice,BSPrice,STFNPrice,STMWPrice,STFTPrice,STWWPrice,STBSPrice,VanillaPrice,VanillaStatTrakPrice
skin_flip_knife_case_hardened,Flip Knife,Case Hardened,Flip Knife,1000,770,580,500,430,1350,1025,780,680,580,,
skin_flip_knife_forest_ddpat,Flip Knife,Forest DDPAT,Flip Knife,300,250,220,205,185,370,310,280,260,230,,
skin_flip_knife_safari_mesh,Flip Knife,Safari Mesh,Flip Knife,300,250,220,205,185,370,310,280,260,230,,
skin_flip_knife_boreal_forest,Flip Knife,Boreal Forest,Flip Knife,300,250,220,205,185,380,310,280,260,230,,
skin_flip_knife_scorched,Flip Knife,Scorched,Flip Knife,300,250,220,205,185,370,310,280,260,230,,
skin_flip_knife_urban_masked,Flip Knife,Urban Masked,Flip Knife,300,250,220,205,185,400,310,280,260,230,,
skin_flip_knife_night,Flip Knife,Night,Flip Knife,780,600,450,390,340,1050,800,610,520,450,,
skin_flip_knife_slaughter,Flip Knife,Slaughter,Flip Knife,1175,890,680,,,1575,1200,910,,,,
skin_flip_knife_damascus_steel,Flip Knife,Damascus Steel,Flip Knife,560,430,320,280,240,750,570,430,380,320,,
skin_flip_knife_doppler_phase_1,Flip Knife,Doppler (Phase 1),Flip Knife,2675,2050,,,,3600,2725,,,,,
skin_flip_knife_doppler_phase_2,Flip Knife,Doppler (Phase 2),Flip Knife,3575,2725,,,,4800,3650,,,,,
skin_flip_knife_doppler_phase_3,Flip Knife,Doppler (Phase 3),Flip Knife,2350,1775,,,,3150,2400,,,,,
skin_flip_knife_doppler_phase_4,Flip Knife,Doppler (Phase 4),Flip Knife,3125,2375,,,,4200,3200,,,,,
skin_flip_knife_doppler_ruby,Flip Knife,Doppler (Ruby),Flip Knife,7600,5800,,,,10200,7750,,,,,
skin_flip_knife_doppler_sapphire,Flip Knife,Doppler (Sapphire),Flip Knife,8400,6400,,,,11250,8550,,,,,
skin_flip_knife_doppler_black_pearl,Flip Knife,Doppler (Black Pearl),Flip Knife,11200,8500,,,,15000,11400,,,,,
skin_flip_knife_marble_fade,Flip Knife,Marble Fade,Flip Knife,1700,1275,,,,2225,1700,,,,,
skin_flip_knife_rust_coat,Flip Knife,Rust Coat,Flip Knife,,,,300,260,,,,400,350,,
skin_flip_knife_tiger_tooth,Flip Knife,Tiger Tooth,Flip Knife,1625,1225,,,,2175,1650,,,,,
skin_flip_knife_ultraviolet,Flip Knife,Ultraviolet,Flip Knife,720,540,420,360,310,960,730,560,480,410,,
skin_flip_knife_autotronic,Flip Knife,Autotronic,Flip Knife,1275,980,750,640,550,1725,1300,1000,860,740,,
skin_flip_knife_black_laminate,Flip Knife,Black Laminate,Flip Knife,650,490,380,320,280,870,660,500,440,370,,
skin_flip_knife_bright_water,Flip Knife,Bright Water,Flip Knife,600,460,350,300,260,810,620,470,400,350,,
skin_flip_knife_freehand,Flip Knife,Freehand,Flip Knife,670,510,390,340,290,900,680,520,450,390,,
skin_flip_knife_gamma_doppler_phase_1,Flip Knife,Gamma Doppler (Phase 1),Flip Knife,2800,2125,,,,3750,2850,,,,,
skin_flip_knife_gamma_doppler_phase_2,Flip Knife,Gamma Doppler (Phase 2),Flip Knife,3800,2900,,,,5100,3875,,,,,
skin_flip_knife_gamma_doppler_phase_3,Flip Knife,Gamma Doppler (Phase 3),Flip Knife,2475,1875,,,,3300,2500,,,,,
skin_flip_knife_gamma_doppler_phase_4,Flip Knife,Gamma Doppler (Phase 4),Flip Knife,3250,2475,,,,4350,3300,,,,,
skin_flip_knife_gamma_doppler_emerald,Flip Knife,Gamma Doppler (Emerald),Flip Knife,9200,7000,,,,12300,9350,,,,,
skin_flip_knife_lore,Flip Knife,Lore,Flip Knife,1500,1150,880,760,650,2025,1550,1175,1025,870,,
skin_gut_knife_vanilla,Gut Knife,★ (Vanilla),Gut Knife,,,,,,,,,,,240,310
skin_gut_knife_crimson_web,Gut Knife,Crimson Web,Gut Knife,380,290,220,190,160,500,380,290,250,215,,
skin_gut_knife_fade,Gut Knife,Fade,Gut Knife,220,165,,,,290,225,,,,,
skin_gut_knife_blue_steel,Gut Knife,Blue Steel,Gut Knife,175,150,130,120,110,220,185,165,150,140,,
skin_gut_knife_stained,Gut Knife,Stained,Gut Knife,175,150,130,120,110,220,185,165,150,140,,
skin_gut_knife_case_hardened,Gut Knife,Case Hardened,Gut Knife,175,150,130,120,110,220,185,165,150,140,,
skin_gut_knife_forest_ddpat,Gut Knife,Forest DDPAT,Gut Knife,175,150,130,120,110,220,185,165,150,140,,
skin_gut_knife_safari_mesh,Gut Knife,Safari Mesh,Gut Knife,175,150,130,120,110,220,185,165,150,140,,
skin_gut_knife_boreal_forest,Gut Knife,Boreal Forest,Gut Knife,175,150,130,120,110,220,185,165,150,140,,
skin_gut_knife_scorched,Gut Knife,Scorched,Gut Knife,175,150,130,120,110,220,185,165,150,140,,
skin_gut_knife_urban_masked,Gut Knife,Urban Masked,Gut Knife,175,150,130,120,110,220,185,165,150,140,,
skin_gut_knife_night,Gut Knife,Night,Gut Knife,175,150,130,120,110,220,185,165,150,140,,
skin_gut_knife_slaughter,Gut Knife,Slaughter,Gut Knife,175,150,130,,,220,185,165,,,,
skin_gut_knife_damascus_steel,Gut Knife,Damascus Steel,Gut Knife,175,150,130,120,110,220,185,165,150,140,,
skin_gut_knife_doppler_phase_1,Gut Knife,Doppler (Phase 1),Gut Knife,250,190,,,,340,260,,,,,
skin_gut_knife_doppler_phase_2,Gut Knife,Doppler (Phase 2),Gut Knife,330,250,,,,450,340,,,,,
skin_gut_knife_doppler_phase_3,Gut Knife,Doppler (Phase 3),Gut Knife,220,165,,,,290,225,,,,,
skin_gut_knife_doppler_phase_4,Gut Knife,Doppler (Phase 4),Gut Knife,290,220,,,,390,300,,,,,
skin_gut_knife_doppler_ruby,Gut Knife,Doppler (Ruby),Gut Knife,710,540,,,,950,720,,,,,
skin_gut_knife_doppler_sapphire,Gut Knife,Doppler (Sapphire),Gut Knife,780,600,,,,1050,800,,,,,
skin_gut_knife_doppler_black_pearl,Gut Knife,Doppler (Black Pearl),Gut Knife,1050,790,,,,1400,1075,,,,,
skin_gut_knife_marble_fade,Gut Knife,Marble Fade,Gut Knife,160,125,,,,210,160,,,,,
skin_gut_knife_rust_coat,Gut Knife,Rust Coat,Gut Knife,,,,120,110,,,,150,140,,
skin_gut_knife_tiger_tooth,Gut Knife,Tiger Tooth,Gut Knife,175,150,,,,220,185,,,,,
skin_gut_knife_ultraviolet,Gut Knife,Ultraviolet,Gut Knife,175,150,130,120,110,220,185,165,150,140,,
skin_gut_knife_autotronic,Gut Knife,Autotronic,Gut Knife,175,150,130,120,110,220,185,165,150,140,,
skin_gut_knife_black_laminate,Gut Knife,Black Laminate,Gut Knife,175,150,130,120,110,220,185,165,150,140,,
skin_gut_knife_bright_water,Gut Knife,Bright Water,Gut Knife,175,150,130,120,110,220,185,165,150,140,,
skin_gut_knife_freehand,Gut Knife,Freehand,Gut Knife,175,150,130,120,110,220,185,165,150,140,,
skin_gut_knife_gamma_doppler_phase_1,Gut Knife,Gamma Doppler (Phase 1),Gut Knife,260,200,,,,350,270,,,,,
skin_gut_knife_gamma_doppler_phase_2,Gut Knife,Gamma Doppler (Phase 2),Gut Knife,360,270,,,,480,360,,,,,
skin_gut_knife_gamma_doppler_phase_3,Gut Knife,Gamma Doppler (Phase 3),Gut Knife,230,175,,,,310,235,,,,,
skin_gut_knife_gamma_doppler_phase_4,Gut Knife,Gamma Doppler (Phase 4),Gut Knife,300,230,,,,410,310,,,,,
skin_gut_knife_gamma_doppler_emerald,Gut Knife,Gamma Doppler (Emerald),Gut Knife,860,650,,,,1150,870,,,,,
